日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,左边SUPPLY DUCT,右边FWD DUCT,右边AFT DUCT,右边L PACK,右边SUPPLY DUCT,执行反吹左侧,执行反吹右侧,换件,执行反吹左侧 (机器输出结果),执行反吹右侧 (机器输出结果)
2019-08-11 17:53,DLC,1131,737-800,27,5,36,0,5,5,35,0,是,,,,
2019-08-11 15:48,HHA,5135,737-800,29,4,34,0,5,4,32,0,,,,,
2019-08-11 15:04,ZGC,6060,737-800,15,6,24,0,6,5,25,0,,,,,
2019-08-11 15:03,ZGC,7398,737-800,15,6,24,0,4,6,22,0,,,,,
2019-08-11 15:03,ZGC,5478,737-800,16,6,22,0,6,7,26,0,,,,,
2019-08-11 09:11,绵阳,5732,737-800,29,2,30,0,4,4,31,0,,,,,
2019-08-11 08:29,SYX,1496,737-800,30,4,34,0,4,5,34,0,,,,,
2019-08-11 08:20,URC,1570,737-800,20,2,26,0,2,4,26,0,,,,,
2019-08-11 07:59,PEK,5662,737-800,25,2,28,0,4,6,28,0,,,,,
2019-08-11 07:57,ZGC,6065,737-800,18,8,24,0,4,5,22,0,,,,,
2019-08-11 07:56,CTU,6809,737-800,26,6,30,0,7,7,23,0,,,,,
2019-08-11 07:46,KMG,6800,737-800,18,4,24,0,4,4,22,0,,,,,
2019-08-11 07:15,SZX,1728,737-800,30,6,36,0,6,5,35,0,,,,,
2019-08-11 06:39,福州,1435,737-800,30,5,35,0,5,5,32,0,,,,,
2019-08-11 06:38,福州,5182,737-800,28,4,35,0,5,5,35,0,,,,,
2019-08-11 06:33,SYX,5520,737-800,28,6,36,0,7,6,36,0,,,,,
2019-08-11 06:32,SYX,5712,737-800,28,3,36,0,2,3,34,0,,,,,
2019-08-11 06:27,FOC,5430,737-800,31,7,36,0,6,6,35,0,,,,,
2019-08-11 06:22,XIY,7399,737-800,26,4,30,0,4,4,26,0,,,,,
2019-08-11 06:22,XIY,5082,737-800,25,4,30,0,4,4,28,0,,,,,
2019-08-11 06:21,XMN,1346,737-800,31,6,36,0,6,6,32,0,,,,,
2019-08-11 06:21,FOC,1559,737-800,30,5,36,0,4,4,32,0,,,,,
2019-08-11 06:20,XMN,1103,737-800,30,8,34,0,6,6,36,0,,,,,
2019-08-11 06:20,XMN,1787,737-800,30,2,36,0,4,4,30,0,,,,,
2019-08-11 06:19,XMN,5853,737-800,30,5,35,0,6,6,30,0,,,,,
2019-08-11 06:15,KMG,5806,737-700,20,0,0,5,0,0,0,4,,,,,
2019-08-11 06:08,DLC,5406,737-800,27,6,34,0,6,4,30,0,,,,,
2019-08-11 05:54,DLC,1541,737-800,27,6,30,0,6,6,27,0,,,,,
2019-08-11 05:48,XIY,5481,737-800,25,6,30,0,6,6,30,0,,,,,
2019-08-11 05:42,XIY,1903,737-800,24,2,32,0,4,4,30,0,,,,,
2019-08-11 05:37,KMG,5810,737-700,20,0,0,6,0,0,0,7,,,,,
